transaction_id,client_id,amount,transaction_type,timestamp,client_country,counterparty_country,ofac_match_flag,fatf_country_flag,structuring_pattern_flag,rapid_movement_flag,trade_mispricing_flag,transaction_risk_score,client_risk_score,overall_risk_score,anomaly_flag,risk_level,case_id,status,priority,investigator
26869,97,18787.71,Check,2025-09-27 15:37:45,Syria,Venezuela,1,0,0,0,0,40,50.0,90.0,-1,HIGH,CASE-01167,OPEN,HIGH,Unassigned
26903,926,1433.01,Wire,2025-08-31 19:25:05,North Korea,Sudan,1,0,0,0,0,40,20.0,60.0,1,MEDIUM,CASE-01168,OPEN,MEDIUM,Unassigned
26926,944,4056.36,Check,2025-07-14 12:17:47,Australia,North Korea,1,1,0,0,0,60,55.0,115.0,-1,HIGH,CASE-01169,OPEN,HIGH,Unassigned
26929,1787,1686.59,Wire,2025-07-11 06:23:42,Sudan,Iran,1,1,0,0,0,60,30.0,90.0,1,HIGH,CASE-01170,OPEN,HIGH,Unassigned
26934,761,2067.87,SWIFT,2025-07-31 10:41:20,United States,Venezuela,1,0,0,0,0,40,10.0,50.0,1,MEDIUM,CASE-01171,OPEN,MEDIUM,Unassigned
26947,1702,1373.46,SWIFT,2025-08-13 02:51:34,Switzerland,Syria,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-01172,OPEN,HIGH,Unassigned
26949,563,86499.41,ACH,2025-09-17 18:28:05,Russia,Australia,0,0,0,0,0,0,20.0,20.0,-1,LOW,CASE-01173,OPEN,MEDIUM,Unassigned
26960,1026,9287.93,ACH,2025-07-31 00:03:41,India,Venezuela,1,0,1,0,0,55,30.0,85.0,-1,HIGH,CASE-01174,OPEN,HIGH,Unassigned
26967,97,2162.67,Wire,2025-08-27 04:19:40,Syria,Venezuela,1,0,0,0,0,40,50.0,90.0,1,HIGH,CASE-01175,OPEN,HIGH,Unassigned
26997,403,916.22,SWIFT,2025-09-01 15:55:46,Syria,Lebanon,0,0,0,0,0,0,65.0,65.0,1,MEDIUM,CASE-01176,OPEN,MEDIUM,Unassigned
27024,886,175.06,ACH,2025-08-18 18:40:57,North Korea,China,0,0,0,0,0,0,65.0,65.0,1,MEDIUM,CASE-01177,OPEN,MEDIUM,Unassigned
27060,1782,1276.5,Check,2025-09-12 02:43:21,India,North Korea,1,1,0,0,0,60,30.0,90.0,1,HIGH,CASE-01178,OPEN,HIGH,Unassigned
27118,1215,1697.46,Check,2025-08-06 00:16:27,Lebanon,North Korea,1,1,0,0,0,60,30.0,90.0,1,HIGH,CASE-01179,OPEN,HIGH,Unassigned
27134,97,146.38,Wire,2025-07-17 12:08:22,Syria,Iran,1,1,0,0,0,60,50.0,110.0,-1,HIGH,CASE-01180,OPEN,HIGH,Unassigned
27136,1782,1406.62,Check,2025-08-06 14:22:17,India,Russia,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-01181,OPEN,HIGH,Unassigned
27145,1323,1368.4,SWIFT,2025-09-28 20:42:22,Syria,Iran,1,1,0,0,0,60,30.0,90.0,1,HIGH,CASE-01182,OPEN,HIGH,Unassigned
27208,1987,107540.11,Wire,2025-09-11 01:09:50,North Korea,India,0,0,0,0,0,0,20.0,20.0,-1,LOW,CASE-01183,OPEN,MEDIUM,Unassigned
27209,671,1336.34,Wire,2025-08-03 14:27:04,Venezuela,North Korea,1,1,0,1,0,75,0.0,75.0,1,HIGH,CASE-01184,OPEN,HIGH,Unassigned
27219,3,1519.23,SWIFT,2025-09-10 00:02:54,United Arab Emirates,Venezuela,1,0,0,0,0,40,40.0,80.0,1,HIGH,CASE-01185,OPEN,HIGH,Unassigned
27223,1849,1693.89,Check,2025-08-12 09:13:27,North Korea,North Korea,1,1,0,0,0,60,50.0,110.0,-1,HIGH,CASE-01186,OPEN,HIGH,Unassigned
27279,1186,786.95,SWIFT,2025-07-10 00:12:08,India,Sudan,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-01187,OPEN,HIGH,Unassigned
27287,1787,3622.78,Wire,2025-08-23 20:11:19,Sudan,North Korea,1,1,0,0,0,60,30.0,90.0,-1,HIGH,CASE-01188,OPEN,HIGH,Unassigned
27300,1538,788.18,Wire,2025-07-21 06:23:51,Afghanistan,North Korea,1,1,0,1,0,75,30.0,105.0,-1,HIGH,CASE-01189,OPEN,HIGH,Unassigned
27314,689,95756.37,ACH,2025-09-19 14:11:28,Venezuela,Canada,0,0,0,0,0,0,0.0,0.0,-1,LOW,CASE-01190,OPEN,MEDIUM,Unassigned
27352,492,45343.87,Wire,2025-09-02 17:26:18,Venezuela,India,0,0,0,0,0,0,45.0,45.0,-1,MEDIUM,CASE-01191,OPEN,MEDIUM,Unassigned
27361,1785,3129.78,Check,2025-07-25 10:13:36,United States,Iran,1,1,0,0,0,60,50.0,110.0,-1,HIGH,CASE-01192,OPEN,HIGH,Unassigned
27387,731,1049.16,SWIFT,2025-07-29 19:54:31,Syria,Sudan,1,0,0,0,0,40,55.0,95.0,1,HIGH,CASE-01193,OPEN,HIGH,Unassigned
27390,1323,678.75,Check,2025-09-28 13:28:00,Syria,Syria,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-01194,OPEN,HIGH,Unassigned
27397,1323,849.51,SWIFT,2025-07-29 16:28:22,Syria,Russia,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-01195,OPEN,HIGH,Unassigned
27412,944,2874.43,Check,2025-07-16 09:30:05,Australia,Iran,1,1,0,0,0,60,55.0,115.0,-1,HIGH,CASE-01196,OPEN,HIGH,Unassigned
27418,932,101247.59,ACH,2025-07-19 16:17:29,India,India,0,0,0,0,0,0,0.0,0.0,-1,LOW,CASE-01197,OPEN,MEDIUM,Unassigned
27421,1219,175.51,Check,2025-09-22 15:47:25,Syria,Venezuela,1,0,0,0,0,40,50.0,90.0,1,HIGH,CASE-01198,OPEN,HIGH,Unassigned
27439,1161,2168.59,ACH,2025-09-03 23:26:38,Iran,Russia,1,0,0,0,0,40,45.0,85.0,1,HIGH,CASE-01199,OPEN,HIGH,Unassigned
27541,237,4072.18,Check,2025-09-16 04:46:43,North Korea,Venezuela,1,0,0,0,0,40,20.0,60.0,1,MEDIUM,CASE-01200,OPEN,MEDIUM,Unassigned
27554,1339,574.93,ACH,2025-09-15 14:39:04,Lebanon,Venezuela,1,0,0,0,0,40,25.0,65.0,1,MEDIUM,CASE-01201,OPEN,MEDIUM,Unassigned
27562,164,1965.55,ACH,2025-09-04 03:20:01,United States,Venezuela,1,0,0,0,0,40,40.0,80.0,1,HIGH,CASE-01202,OPEN,HIGH,Unassigned
27563,262,7801.02,Wire,2025-09-26 00:40:20,Singapore,Sudan,1,0,0,0,0,40,10.0,50.0,1,MEDIUM,CASE-01203,OPEN,MEDIUM,Unassigned
27589,321,1481.09,SWIFT,2025-08-05 08:17:51,Singapore,North Korea,1,1,0,0,0,60,0.0,60.0,1,MEDIUM,CASE-01204,OPEN,MEDIUM,Unassigned
27621,208,61984.22,Wire,2025-09-07 06:02:44,Sudan,United Arab Emirates,0,0,0,0,0,0,25.0,25.0,-1,LOW,CASE-01205,OPEN,MEDIUM,Unassigned
27633,1561,86986.1,Wire,2025-09-03 06:13:40,Lebanon,Netherlands,0,0,0,0,0,0,0.0,0.0,-1,LOW,CASE-01206,OPEN,MEDIUM,Unassigned
27654,254,1843.54,ACH,2025-07-17 05:03:25,North Korea,Lebanon,0,0,0,0,0,0,50.0,50.0,1,MEDIUM,CASE-01207,OPEN,MEDIUM,Unassigned
27660,1323,3798.23,ACH,2025-09-28 17:47:20,Syria,Syria,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-01208,OPEN,HIGH,Unassigned
27669,562,7349.08,Wire,2025-07-12 02:46:17,Singapore,Iran,1,1,0,0,0,60,30.0,90.0,-1,HIGH,CASE-01209,OPEN,HIGH,Unassigned
27712,164,4372.72,Check,2025-07-11 04:46:42,United States,North Korea,1,1,0,0,0,60,40.0,100.0,-1,HIGH,CASE-01210,OPEN,HIGH,Unassigned
27749,716,64770.49,Check,2025-08-23 21:31:20,Iran,Netherlands,0,0,0,0,0,0,20.0,20.0,-1,LOW,CASE-01211,OPEN,MEDIUM,Unassigned
27754,1503,888.99,Check,2025-09-30 16:41:03,Venezuela,Sudan,1,0,0,0,0,40,55.0,95.0,1,HIGH,CASE-01212,OPEN,HIGH,Unassigned
27759,1579,816.42,SWIFT,2025-09-21 18:56:23,France,Syria,1,0,0,0,0,40,10.0,50.0,1,MEDIUM,CASE-01213,OPEN,MEDIUM,Unassigned
27763,562,46615.13,ACH,2025-09-24 12:34:20,Singapore,Venezuela,1,0,0,0,0,40,30.0,70.0,-1,HIGH,CASE-01214,OPEN,HIGH,Unassigned
27828,1186,886.3,Wire,2025-07-25 22:53:22,India,North Korea,1,1,0,0,0,60,30.0,90.0,1,HIGH,CASE-01215,OPEN,HIGH,Unassigned
27872,94,5302.48,ACH,2025-09-12 18:53:10,Netherlands,North Korea,1,1,0,0,0,60,30.0,90.0,-1,HIGH,CASE-01216,OPEN,HIGH,Unassigned
27874,822,3234.76,Check,2025-09-22 11:50:23,Lebanon,Iran,1,1,0,0,0,60,30.0,90.0,1,HIGH,CASE-01217,OPEN,HIGH,Unassigned
27883,1849,4153.44,Wire,2025-08-16 15:05:45,North Korea,Afghanistan,0,0,0,0,0,0,50.0,50.0,1,MEDIUM,CASE-01218,OPEN,MEDIUM,Unassigned
27891,661,116.63,Check,2025-08-30 18:24:01,Switzerland,Sudan,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-01219,OPEN,HIGH,Unassigned
27920,585,438.68,ACH,2025-07-25 19:14:07,Japan,Syria,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-01220,OPEN,HIGH,Unassigned
27927,1073,61727.59,Wire,2025-08-19 04:40:15,United Arab Emirates,Germany,0,0,0,0,0,0,35.0,35.0,-1,LOW,CASE-01221,OPEN,MEDIUM,Unassigned
27944,1216,2144.92,Check,2025-07-25 16:09:51,China,Iran,1,1,0,0,0,60,30.0,90.0,1,HIGH,CASE-01222,OPEN,HIGH,Unassigned
27976,1283,297.68,Check,2025-08-18 20:09:01,Venezuela,Russia,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-01223,OPEN,HIGH,Unassigned
28015,569,3712.34,Wire,2025-07-05 10:27:38,Syria,North Korea,1,1,0,0,0,60,30.0,90.0,-1,HIGH,CASE-01224,OPEN,HIGH,Unassigned
28032,826,198.51,Check,2025-08-21 09:06:04,Afghanistan,North Korea,1,1,0,0,0,60,10.0,70.0,1,HIGH,CASE-01225,OPEN,HIGH,Unassigned
28035,1632,54729.4,Check,2025-08-06 18:41:02,Russia,Sudan,1,0,0,0,0,40,30.0,70.0,-1,HIGH,CASE-01226,OPEN,HIGH,Unassigned
28045,1553,3679.11,SWIFT,2025-07-17 19:31:45,United States,North Korea,1,1,0,0,0,60,0.0,60.0,1,MEDIUM,CASE-01227,OPEN,MEDIUM,Unassigned
28085,768,133.22,ACH,2025-08-21 12:59:08,Switzerland,Sudan,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-01228,OPEN,HIGH,Unassigned
28090,659,4392.54,ACH,2025-08-27 10:29:02,Singapore,North Korea,1,1,0,0,0,60,0.0,60.0,1,MEDIUM,CASE-01229,OPEN,MEDIUM,Unassigned
28096,403,1124.19,ACH,2025-09-21 16:20:31,Syria,Russia,1,0,0,0,0,40,65.0,105.0,-1,HIGH,CASE-01230,OPEN,HIGH,Unassigned
28133,713,70505.54,Check,2025-09-07 12:19:55,Iran,United Arab Emirates,0,0,0,0,0,0,20.0,20.0,-1,LOW,CASE-01231,OPEN,MEDIUM,Unassigned
28138,1323,94.74,ACH,2025-07-30 17:19:13,Syria,North Korea,1,1,0,0,0,60,30.0,90.0,1,HIGH,CASE-01232,OPEN,HIGH,Unassigned
28214,1503,177.89,SWIFT,2025-08-17 01:41:07,Venezuela,Venezuela,1,0,0,0,0,40,55.0,95.0,-1,HIGH,CASE-01233,OPEN,HIGH,Unassigned
28215,310,1425.65,ACH,2025-09-04 03:21:09,Canada,Syria,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-01234,OPEN,HIGH,Unassigned
28216,1787,38027.48,SWIFT,2025-08-09 04:29:25,Sudan,Afghanistan,0,0,0,0,0,0,30.0,30.0,-1,LOW,CASE-01235,OPEN,MEDIUM,Unassigned
28270,569,3233.16,Check,2025-08-11 10:02:50,Syria,North Korea,1,1,0,0,0,60,30.0,90.0,1,HIGH,CASE-01236,OPEN,HIGH,Unassigned
28296,714,1043.61,ACH,2025-09-18 21:04:17,France,North Korea,1,1,0,0,0,60,30.0,90.0,1,HIGH,CASE-01237,OPEN,HIGH,Unassigned
28306,1771,2328.53,ACH,2025-08-25 17:38:08,United Arab Emirates,Russia,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-01238,OPEN,HIGH,Unassigned
28359,1593,589.52,Check,2025-07-06 07:22:07,France,Russia,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-01239,OPEN,HIGH,Unassigned
28444,661,6812.66,Check,2025-09-29 20:29:54,Switzerland,Syria,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-01240,OPEN,HIGH,Unassigned
28492,1326,57517.45,SWIFT,2025-08-15 10:56:30,United Arab Emirates,Japan,0,0,0,0,0,0,0.0,0.0,-1,LOW,CASE-01241,OPEN,MEDIUM,Unassigned
28542,1246,54707.38,ACH,2025-07-09 18:04:22,United Arab Emirates,France,0,0,0,0,0,0,0.0,0.0,-1,LOW,CASE-01242,OPEN,MEDIUM,Unassigned
28549,1771,990.35,SWIFT,2025-09-07 07:12:46,United Arab Emirates,Russia,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-01243,OPEN,HIGH,Unassigned
28566,731,1406.51,ACH,2025-09-14 19:23:46,Syria,Venezuela,1,0,0,0,0,40,55.0,95.0,1,HIGH,CASE-01244,OPEN,HIGH,Unassigned
28570,1323,62.7,ACH,2025-08-31 23:06:18,Syria,Iran,1,1,0,0,0,60,30.0,90.0,1,HIGH,CASE-01245,OPEN,HIGH,Unassigned
28618,152,81229.69,ACH,2025-08-17 16:28:48,Switzerland,Netherlands,0,0,0,0,0,0,0.0,0.0,-1,LOW,CASE-01246,OPEN,MEDIUM,Unassigned
28640,675,97543.35,ACH,2025-08-12 19:11:06,United Arab Emirates,Netherlands,0,0,0,0,0,0,0.0,0.0,-1,LOW,CASE-01247,OPEN,MEDIUM,Unassigned
28644,1663,2692.99,Wire,2025-09-20 22:54:49,Syria,Russia,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-01248,OPEN,HIGH,Unassigned
28647,472,52031.34,SWIFT,2025-08-25 08:04:32,Switzerland,United Arab Emirates,0,0,0,0,0,0,20.0,20.0,-1,LOW,CASE-01249,OPEN,MEDIUM,Unassigned
28663,1350,7925.75,Check,2025-07-04 14:51:42,Singapore,Syria,1,0,0,1,0,55,30.0,85.0,-1,HIGH,CASE-01250,OPEN,HIGH,Unassigned
28691,832,6656.77,Wire,2025-09-23 06:39:17,Sudan,Sudan,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-01251,OPEN,HIGH,Unassigned
28697,1782,2290.12,SWIFT,2025-07-14 09:24:27,India,Venezuela,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-01252,OPEN,HIGH,Unassigned
28731,731,5762.04,ACH,2025-08-23 02:10:02,Syria,Iran,1,1,0,0,0,60,55.0,115.0,-1,HIGH,CASE-01253,OPEN,HIGH,Unassigned
28741,1671,5246.61,ACH,2025-07-10 07:26:40,China,Syria,1,0,0,0,0,40,10.0,50.0,1,MEDIUM,CASE-01254,OPEN,MEDIUM,Unassigned
28753,1323,7113.09,ACH,2025-08-03 13:54:39,Syria,Iran,1,1,0,0,0,60,30.0,90.0,-1,HIGH,CASE-01255,OPEN,HIGH,Unassigned
28778,1660,350.02,Wire,2025-09-25 01:01:00,Russia,Iran,1,1,0,0,0,60,30.0,90.0,1,HIGH,CASE-01256,OPEN,HIGH,Unassigned
28787,933,2556.35,SWIFT,2025-07-20 05:24:45,North Korea,Japan,0,0,0,1,0,15,40.0,55.0,1,MEDIUM,CASE-01257,OPEN,MEDIUM,Unassigned
28816,1846,9144.43,Wire,2025-09-26 09:52:57,United Kingdom,Syria,1,0,1,0,0,55,25.0,80.0,1,HIGH,CASE-01258,OPEN,HIGH,Unassigned
28866,1772,69060.06,Check,2025-09-14 06:19:47,Canada,Australia,0,0,0,0,0,0,10.0,10.0,-1,LOW,CASE-01259,OPEN,MEDIUM,Unassigned
28887,97,3937.66,ACH,2025-07-08 12:09:22,Syria,Venezuela,1,0,0,0,0,40,50.0,90.0,-1,HIGH,CASE-01260,OPEN,HIGH,Unassigned
28890,1849,4599.77,Wire,2025-07-19 21:46:32,North Korea,Lebanon,0,0,0,0,0,0,50.0,50.0,1,MEDIUM,CASE-01261,OPEN,MEDIUM,Unassigned
28895,822,840.99,SWIFT,2025-09-04 10:26:45,Lebanon,North Korea,1,1,0,1,0,75,30.0,105.0,-1,HIGH,CASE-01262,OPEN,HIGH,Unassigned
28898,523,65800.74,ACH,2025-08-02 23:39:15,United States,Canada,0,0,0,0,0,0,0.0,0.0,-1,LOW,CASE-01263,OPEN,MEDIUM,Unassigned
28902,1798,72351.91,Wire,2025-07-11 03:52:54,United States,Netherlands,0,0,0,0,0,0,0.0,0.0,-1,LOW,CASE-01264,OPEN,MEDIUM,Unassigned
28909,523,66.78,Check,2025-09-30 00:25:25,United States,Iran,1,1,0,0,0,60,0.0,60.0,1,MEDIUM,CASE-01265,OPEN,MEDIUM,Unassigned
28948,209,21015.55,ACH,2025-09-11 19:13:20,India,Syria,1,0,0,0,0,40,20.0,60.0,-1,MEDIUM,CASE-01266,OPEN,MEDIUM,Unassigned
28966,1960,6445.52,ACH,2025-08-11 02:50:19,Australia,North Korea,1,1,0,0,0,60,0.0,60.0,1,MEDIUM,CASE-01267,OPEN,MEDIUM,Unassigned
28982,661,2568.74,Check,2025-09-27 12:05:35,Switzerland,Sudan,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-01268,OPEN,HIGH,Unassigned
28997,1206,4421.07,Wire,2025-09-23 12:37:00,Japan,Venezuela,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-01269,OPEN,HIGH,Unassigned
29003,562,2018.22,Check,2025-09-22 08:32:42,Singapore,Syria,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-01270,OPEN,HIGH,Unassigned
29004,1779,5982.76,Wire,2025-08-23 13:11:29,Lebanon,Sudan,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-01271,OPEN,HIGH,Unassigned
29022,681,90666.5,Wire,2025-09-02 19:52:00,Netherlands,Canada,0,0,0,0,0,0,0.0,0.0,-1,LOW,CASE-01272,OPEN,MEDIUM,Unassigned
29031,828,1715.91,SWIFT,2025-07-09 18:01:12,Venezuela,Sudan,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-01273,OPEN,HIGH,Unassigned
29065,837,3848.35,ACH,2025-09-21 06:03:32,Venezuela,Venezuela,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-01274,OPEN,HIGH,Unassigned
29087,1849,692.96,ACH,2025-07-06 22:44:21,North Korea,North Korea,1,1,0,0,0,60,50.0,110.0,-1,HIGH,CASE-01275,OPEN,HIGH,Unassigned
29099,65,719.49,Check,2025-09-06 11:55:06,Venezuela,Iran,1,1,0,0,0,60,0.0,60.0,1,MEDIUM,CASE-01276,OPEN,MEDIUM,Unassigned
29114,1785,548.32,SWIFT,2025-09-16 12:01:59,United States,Afghanistan,0,0,0,0,0,0,50.0,50.0,1,MEDIUM,CASE-01277,OPEN,MEDIUM,Unassigned
29159,310,4900.45,ACH,2025-09-23 02:45:43,Canada,Venezuela,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-01278,OPEN,HIGH,Unassigned
29171,1216,763.42,Wire,2025-08-06 12:12:12,China,Syria,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-01279,OPEN,HIGH,Unassigned
29200,363,138087.49,ACH,2025-08-27 00:48:16,China,France,0,0,0,1,0,15,10.0,25.0,-1,LOW,CASE-01280,OPEN,MEDIUM,Unassigned
29202,652,49589.96,Check,2025-07-04 10:40:12,Iran,Canada,0,0,0,0,0,0,20.0,20.0,-1,LOW,CASE-01281,OPEN,MEDIUM,Unassigned
29213,1503,175.65,SWIFT,2025-08-11 23:30:50,Venezuela,Syria,1,0,0,0,0,40,55.0,95.0,-1,HIGH,CASE-01282,OPEN,HIGH,Unassigned
29214,1216,3816.26,ACH,2025-08-16 02:10:56,China,Iran,1,1,0,0,0,60,30.0,90.0,-1,HIGH,CASE-01283,OPEN,HIGH,Unassigned
29226,1166,75.11,Wire,2025-09-07 11:48:59,Syria,North Korea,1,1,0,0,0,60,0.0,60.0,1,MEDIUM,CASE-01284,OPEN,MEDIUM,Unassigned
29287,164,815.67,ACH,2025-07-06 07:25:43,United States,Venezuela,1,0,0,0,0,40,40.0,80.0,1,HIGH,CASE-01285,OPEN,HIGH,Unassigned
29344,539,62691.7,Wire,2025-07-22 01:59:11,Switzerland,France,0,0,0,0,0,0,0.0,0.0,-1,LOW,CASE-01286,OPEN,MEDIUM,Unassigned
29351,1206,4481.52,Check,2025-08-07 02:18:24,Japan,Syria,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-01287,OPEN,HIGH,Unassigned
29361,4,42228.58,Check,2025-08-30 05:09:36,Russia,Japan,0,0,0,0,0,0,25.0,25.0,-1,LOW,CASE-01288,OPEN,MEDIUM,Unassigned
29366,1283,664.94,Wire,2025-07-29 14:22:17,Venezuela,Syria,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-01289,OPEN,HIGH,Unassigned
29374,403,3866.24,ACH,2025-08-14 08:37:56,Syria,Afghanistan,0,0,0,0,0,0,65.0,65.0,1,MEDIUM,CASE-01290,OPEN,MEDIUM,Unassigned
29384,1893,103867.34,Wire,2025-09-28 23:05:44,Lebanon,France,0,0,0,0,0,0,0.0,0.0,-1,LOW,CASE-01291,OPEN,MEDIUM,Unassigned
29394,751,2104.84,ACH,2025-08-17 05:19:43,Russia,Lebanon,0,0,0,0,0,0,50.0,50.0,1,MEDIUM,CASE-01292,OPEN,MEDIUM,Unassigned
29427,1219,287.5,Check,2025-08-31 12:04:26,Syria,Venezuela,1,0,0,0,0,40,50.0,90.0,1,HIGH,CASE-01293,OPEN,HIGH,Unassigned
29509,1779,1775.5,ACH,2025-07-16 15:16:23,Lebanon,Iran,1,1,0,0,0,60,30.0,90.0,1,HIGH,CASE-01294,OPEN,HIGH,Unassigned
29543,838,30156.24,Check,2025-09-18 08:31:43,Canada,Germany,0,0,0,1,0,15,25.0,40.0,-1,MEDIUM,CASE-01295,OPEN,MEDIUM,Unassigned
29555,944,918.8,Check,2025-07-28 10:03:45,Australia,Venezuela,1,0,0,0,0,40,55.0,95.0,1,HIGH,CASE-01296,OPEN,HIGH,Unassigned
29576,911,8349.33,Check,2025-07-27 21:55:33,Venezuela,North Korea,1,1,0,0,0,60,30.0,90.0,-1,HIGH,CASE-01297,OPEN,HIGH,Unassigned
29606,1785,1459.05,ACH,2025-07-19 11:09:34,United States,Venezuela,1,0,0,0,0,40,50.0,90.0,1,HIGH,CASE-01298,OPEN,HIGH,Unassigned
29632,1503,678.04,Check,2025-07-05 22:02:17,Venezuela,Lebanon,0,0,0,0,0,0,55.0,55.0,1,MEDIUM,CASE-01299,OPEN,MEDIUM,Unassigned
29645,1026,2454.1,Check,2025-09-05 04:44:28,India,North Korea,1,1,0,0,0,60,30.0,90.0,1,HIGH,CASE-01300,OPEN,HIGH,Unassigned
29702,1849,4015.53,SWIFT,2025-07-28 02:57:14,North Korea,Syria,1,0,0,0,0,40,50.0,90.0,-1,HIGH,CASE-01301,OPEN,HIGH,Unassigned
29709,1012,37059.71,ACH,2025-09-10 00:17:43,Lebanon,Germany,0,0,0,0,0,0,35.0,35.0,-1,LOW,CASE-01302,OPEN,MEDIUM,Unassigned
29720,1403,225.11,ACH,2025-09-17 18:01:38,Japan,North Korea,1,1,0,0,0,60,0.0,60.0,1,MEDIUM,CASE-01303,OPEN,MEDIUM,Unassigned
29725,1582,64614.0,ACH,2025-09-08 06:14:06,Iran,Singapore,0,0,0,0,0,0,20.0,20.0,-1,LOW,CASE-01304,OPEN,MEDIUM,Unassigned
29758,665,6154.94,Wire,2025-07-14 17:45:51,Lebanon,Lebanon,0,0,0,0,0,0,55.0,55.0,1,MEDIUM,CASE-01305,OPEN,MEDIUM,Unassigned
29761,1323,1602.87,SWIFT,2025-07-17 05:06:29,Syria,Russia,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-01306,OPEN,HIGH,Unassigned
29811,714,17961.3,ACH,2025-08-19 03:03:57,France,Russia,1,0,0,0,0,40,30.0,70.0,-1,HIGH,CASE-01307,OPEN,HIGH,Unassigned
29815,1305,59473.95,Check,2025-09-19 14:53:32,Lebanon,United Arab Emirates,0,0,0,0,0,0,0.0,0.0,-1,LOW,CASE-01308,OPEN,MEDIUM,Unassigned
29817,333,7669.83,Check,2025-09-19 18:46:51,Iran,Afghanistan,0,0,0,0,0,0,50.0,50.0,1,MEDIUM,CASE-01309,OPEN,MEDIUM,Unassigned
29829,94,55779.34,Wire,2025-08-31 13:02:45,Netherlands,Afghanistan,0,0,0,0,0,0,30.0,30.0,-1,LOW,CASE-01310,OPEN,MEDIUM,Unassigned
29835,297,65309.22,Check,2025-08-10 14:13:52,China,United Kingdom,0,0,0,0,1,10,25.0,35.0,-1,LOW,CASE-01311,OPEN,MEDIUM,Unassigned
29866,266,65272.42,Check,2025-09-07 05:52:50,Canada,India,0,0,0,0,0,0,0.0,0.0,-1,LOW,CASE-01312,OPEN,MEDIUM,Unassigned
29875,661,105.77,SWIFT,2025-07-31 15:18:01,Switzerland,Venezuela,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-01313,OPEN,HIGH,Unassigned
29885,617,89869.27,Wire,2025-07-31 18:43:26,United States,United Kingdom,0,0,0,0,0,0,0.0,0.0,-1,LOW,CASE-01314,OPEN,MEDIUM,Unassigned
29899,1702,8435.37,ACH,2025-09-29 09:49:30,Switzerland,Venezuela,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-01315,OPEN,HIGH,Unassigned
29980,1897,70086.38,Wire,2025-09-13 07:17:58,United States,Singapore,0,0,0,0,0,0,0.0,0.0,-1,LOW,CASE-01316,OPEN,MEDIUM,Unassigned
30056,1849,1825.85,Wire,2025-07-05 06:34:46,North Korea,Russia,1,0,0,0,0,40,50.0,90.0,1,HIGH,CASE-01317,OPEN,HIGH,Unassigned
30073,254,410.99,ACH,2025-09-07 21:07:21,North Korea,Sudan,1,0,0,0,0,40,50.0,90.0,1,HIGH,CASE-01318,OPEN,HIGH,Unassigned
30115,944,2802.89,SWIFT,2025-08-17 18:36:36,Australia,Iran,1,1,0,0,0,60,55.0,115.0,-1,HIGH,CASE-01319,OPEN,HIGH,Unassigned
30159,310,2863.87,SWIFT,2025-09-09 05:28:35,Canada,Iran,1,1,0,0,0,60,30.0,90.0,1,HIGH,CASE-01320,OPEN,HIGH,Unassigned
30163,828,1269.68,SWIFT,2025-07-05 08:23:38,Venezuela,North Korea,1,1,0,0,0,60,30.0,90.0,1,HIGH,CASE-01321,OPEN,HIGH,Unassigned
30166,1754,4107.42,Check,2025-08-12 23:53:16,United States,Syria,1,0,0,0,0,40,30.0,70.0,1,HIGH,CASE-01322,OPEN,HIGH,Unassigned
30221,1959,6882.26,SWIFT,2025-08-23 00:05:20,North Korea,United Kingdom,0,0,0,1,0,15,40.0,55.0,1,MEDIUM,CASE-01323,OPEN,MEDIUM,Unassigned
